pmid,sentence,format,population,purpose,label
22855579,"Thalidomide in total therapy 2 overcomes inferior prognosis of myeloma with low expression of the glucocorticoid receptor gene NR3C1.PURPOSE: Because dexamethasone remains a key component of myeloma therapy, we wished to examine the impact of baseline and relapse expression levels of the glucocorticoid receptor gene NR3C1 on survival outcomes in the context of treatment with or without thalidomide.EXPERIMENTAL DESIGN: We investigated the clinical impact of gene expression profiling (GEP)-derived expression levels of NR3C1 in 351 patients with GEP data available at baseline and in 130 with data available at relapse, among 668 subjects accrued to total therapy 2 (TT2).RESULTS: Low NR3C1 expression levels had a negative impact on progression-free survival (PFS; HR, 1.47; P = 0.030) and overall survival (OS; HR, 1.90; P = 0.002) in the no-thalidomide arm.Conversely, there was a significant clinical benefit of thalidomide for patients with low receptor levels (OS: HR, 0.54; P = 0.015; PFS: HR, 0.54; P = 0.004), mediated most likely by thalidomide's upregulation of NR3C1.In the context of both baseline and relapse parameters, post-relapse survival (PRS) was adversely affected by low NR3C1 levels at relapse in a multivariate analysis (HR, 2.61; P = 0.012).CONCLUSION: These findings justify the inclusion of NR3C1 expression data in the work-up of patients with myeloma as it can significantly influence the choice of therapy and, ultimately, OS.The identification of an interaction term between thalidomide and NR3C1 underscores the importance of pharmacogenomic studies in the systematic study of new drugs.",0,0,0,0
22257825,"Whole-brain irradiation with concomitant daily fixed-dose temozolomide for brain metastases treatment: a randomised phase II trial.BACKGROUND AND PURPOSE: This randomised phase II study evaluated the use of Temozolomide (TMZ) concomitant with 30 Gray (Gy) of Whole-brain irradiation (WBI) for 2 weeks without adjuvant TMZ vs. WBI alone in patients with Brain metastases (BM) from solid tumours.MATERIALS AND METHODS: Fifty-five patients were randomised into the following groups: 28 patients received WBI (30 Gy in 10 fractions over 2 weeks) concomitant with once-daily 200 mg TMZ on Mondays, Wednesdays, and Fridays, and 300 mg TMZ on Tuesdays and Thursdays (TMZ plus WBI arm).Twenty-seven patients received the same schedule of WBI alone (control arm).RESULTS: The objective response (OR) was 78.6% for the TMZ plus WBI arm, (95% confidence interval [CI], 63.4-93.8%) and 48.1% (29.3-66.9%) for the control arm (p=0.019).Median Progression-free survival (PFS) of BM was 11.8 months (CI, 4.7-8.9 months) and 5.6 months (4.9-6.2 months) for the TMZ plus WBI and control arms, respectively, (Hazard ratio [HR], 0.24; CI, 0.09-0.65; p=0.005).Overall survival (OS) of 8.0 Months for the TMZ plus WBI arm and 8.1 months for the control arm, were not significantly different.CONCLUSION: A daily fixed dose of TMZ during WBI without adjuvant TMZ was well tolerated and significantly improved local control of BM compared with WBI alone.These findings require confirmation in a phase III trial (ClinicalTrials.gov number, NCT01015534).",1,1,1,0
22473163,"Multicenter randomized phase II clinical trial comparing neoadjuvant oxaliplatin, capecitabine, and preoperative radiotherapy with or without cetuximab followed by total mesorectal excision in patients with high-risk rectal cancer (EXPERT-C).PURPOSE: To evaluate the addition of cetuximab to neoadjuvant chemotherapy before chemoradiotherapy in high-risk rectal cancer.PATIENTS AND METHODS: Patients with operable magnetic resonance imaging-defined high-risk rectal cancer received four cycles of capecitabine/oxaliplatin (CAPOX) followed by capecitabine chemoradiotherapy, surgery, and adjuvant CAPOX (four cycles) or the same regimen plus weekly cetuximab (CAPOX+C).The primary end point was complete response (CR; pathologic CR or, in patients not undergoing surgery, radiologic CR) in patients with KRAS/BRAF wild-type tumors.Secondary end points were radiologic response (RR), progression-free survival (PFS), overall survival (OS), and safety in the wild-type and overall populations and a molecular biomarker analysis.RESULTS: One hundred sixty-five eligible patients were randomly assigned.Ninety (60%) of 149 assessable tumors were KRAS or BRAF wild type (CAPOX, n = 44; CAPOX+C, n = 46), and in these patients, the addition of cetuximab did not improve the primary end point of CR (9% v 11%, respectively; P = 1.0; odds ratio, 1.22) or PFS (hazard ratio [HR], 0.65; P = .363).Cetuximab significantly improved RR (CAPOX v CAPOX+C: after chemotherapy, 51% v 71%, respectively; P = .038; after chemoradiation, 75% v 93%, respectively; P = .028) and OS (HR, 0.27; P = .034).Skin toxicity and diarrhea were more frequent in the CAPOX+C arm.CONCLUSION: Cetuximab led to a significant increase in RR and OS in patients with KRAS/BRAF wild-type rectal cancer, but the primary end point of improved CR was not met.",1,1,1,1
22065199,"Temozolomide plus radiotherapy for glioblastoma in a Canadian province: efficacy versus effectiveness and the impact of O6-methylguanine-DNA-methyltransferase promoter methylation.BACKGROUND: Radiotherapy with concomitant and adjuvant temozolomide has been the standard of care for newly diagnosed glioblastoma in adults since the pivotal trial by Roger Stupp and colleagues.The effectiveness of this regimen has not been evaluated in Canada.Additionally, the impact of O6-methylguanine-DNA-methyltransferase (MGMT) promoter methylation on patient survival has not been confirmed.Hence, survival outcomes and MGMT predictive value were compared for the patients in Alberta versus the Stupp trial population.METHODS: Retrospective chart review of 215 adult glioblastoma patients who started radiotherapy and temozolomide between January 2007 and December 2010 at the Cross Cancer Institute (Edmonton, Alberta) or the Tom Baker Cancer Centre (Calgary, Alberta).RESULTS: In the Alberta population, median overall survival was 14.3 months (vs. 14.6 months in trial, p = NS) and median progression-free survival was 5.8 months (vs. 6.9 months in trial, p = NS).However, unlike the trial, the Alberta MGMT subgroup analysis for overall survival was not statistically significant, despite a hazard ratio of 0.65 in favor of the methylated group.More Alberta patients received corticosteroids (p < 0.0001) and fewer underwent complete resection (p = 0.0001) or a postprogression second surgery (p = 0.01) than the Stupp population, but characteristics were otherwise similar.CONCLUSION: Current practice in Alberta enables patients to achieve overall and progression-free survival similar to the clinical trial.Further follow-up is required to confirm the predictive value of the MGMT assay.Until that is clarified or better treatments are developed, it is reasonable to continue offering this treatment regimen to patients regardless of MGMT methylation status.",0,0,0,0
22315155,"Goserelin versus leuprolide in the chemical castration of patients with prostate cancer.PURPOSE: To evaluate the relative efficiency of leuprolide 3.75 mg, leuprolide 7.5 mg, and goserelin 3.6 mg in relation to the reduction in serum testosterone, regarding the levels of castration.MATERIALS AND METHODS: We evaluated prospectively 60 randomized patients with advanced prostate carcinoma, with indication for hormone blockade.The patients were divided into 3 groups of 20: Group (1) received leuprolide 3.75 mg; Group (2) received leuprolide 7.5 mg; and Group (3) received goserelin 3.6 mg.All groups were treated with monthly application of the respective drugs.The patients' levels of serum testosterone were evaluated in two moments: before the treatment and 3 months after the treatment.RESULTS: The patients' ages were similar within the three groups, with a median of 72, 70, and 70 in groups 1, 2, and 3, respectively.Of the patients that received leuprolide 3.75 mg, leuprolide 7.5 mg, and goserelin 3.6 mg, 26.3, 25, and 35%, respectively, did not reach castration levels, considering a testosterone cutoff </= 50 ng/dl. And 68.4, 30, and 45%, respectively, did not reach castration levels, considering a testosterone cutoff </= 20 ng/dl.CONCLUSIONS: There were no statistically significant differences in the levels of castration when comparing leuprolide 3.75 mg, leuprolide 7.5 mg, and goserelin 3.6 mg, altogether.When compared in groups of two, there was a statistically significant difference between leuprolide 3.75 mg and leuprolide 7.5 mg, the latter presented better results in reaching castration levels, cutoff </= 20 ng/dl.The importance of this difference, however, must be measured with caution, since the comparison of the three groups simultaneously did not reach the established significance level, even though it came close.",1,1,0,0
23108953,"Phase II randomized, double-blind, placebo-controlled study of AMG 386 (trebananib) in combination with cisplatin and capecitabine in patients with metastatic gastro-oesophageal cancer.BACKGROUND: We evaluated AMG 386, an investigational peptibody that neutralizes the interaction between angiopoietins-1 and -2 and the Tie2 receptor, combined with cisplatin/capecitabine (CX) as first-line treatment for metastatic gastro-oesophageal cancer.PATIENTS AND METHODS: Patients with metastatic gastric, gastro-oesophageal junction, or distal oesophageal adenocarcinoma were randomized 1:1:1 to CX (cisplatin 80 mg/m(2) IV Q3W; capecitabine 1000 mg/m(2) P.O. BID for 14 days Q3W) plus intravenous AMG 386 10 mg/kg QW (Arm A) or 3 mg/kg QW (Arm B), or placebo QW (Arm C).The primary end point was estimated progression-free survival (PFS).RESULTS: A total of 171 patients were enrolled.Median estimated PFS in Arms A, B, and C was 4.2, 4.9, and 5.2 months, respectively (hazard ratio for Arms A+B combined versus Arm C, 0.98; 95% CI 0.67-1.43; P = 0.92).Objective response rates were 27% (Arm A), 43% (Arm B), and 35% (Arm C).Incidence of grade >/=3 adverse events was 80% in Arm A, 84% in Arm B, and 75% in Arm C. There was no evidence of pharmacokinetic interactions.CONCLUSIONS: In this study, PFS and ORR were estimated to be similar with AMG 386 plus CX and placebo plus CX treatment.Compared with placebo, toxicity of AMG 386 plus CX was greater but manageable.PREVIOUS PRESENTATION: The results of this study have not been previously published or submitted for publication elsewhere.The results were presented in part at the Gastrointestinal Cancers Symposium, San Francisco, CA, January 20-22, 2011.CLINICAL TRIAL REGISTRATION: ClinicalTrials.gov registration number: NCT00583674.",0,0,0,0
22565002,"Randomized phase II trial of everolimus in combination with tamoxifen in patients with hormone receptor-positive, human epidermal growth factor receptor 2-negative metastatic breast cancer with prior exposure to aromatase inhibitors: a GINECO study.PURPOSE: Cross-talk between signal transduction pathways likely contributes to hormone resistance in metastatic breast cancer (mBC).Everolimus, an oral inhibitor of the mammalian target of rapamycin, has restored sensitivity in endocrine-resistance models and shown anticancer activity in early-phase mBC clinical trials.This analysis evaluated efficacy and safety of everolimus in combination with tamoxifen in patients with mBC resistant to aromatase inhibitors (AIs).PATIENTS AND METHODS: This open-label, phase II study randomly assigned postmenopausal women with hormone receptor-positive, human epidermal growth factor receptor 2-negative, AI-resistant mBC to tamoxifen 20 mg/d plus everolimus 10 mg/d (n = 54) or tamoxifen 20 mg/d alone (n = 57).Randomization was stratified by primary and secondary hormone resistance.Primary end point was clinical benefit rate (CBR), defined as the percentage of all patients with a complete or partial response or stable disease at 6 months.No formal statistical comparison between groups was planned.RESULTS: The 6-month CBR was 61% (95% CI, 47 to 74) with tamoxifen plus everolimus and 42% (95% CI, 29 to 56) with tamoxifen alone.Time to progression (TTP) increased from 4.5 months with tamoxifen alone to 8.6 months with tamoxifen plus everolimus, corresponding to a 46% reduction in risk of progression with the combination (hazard ratio [HR], 0.54; 95% CI, 0.36 to 0.81).Risk of death was reduced by 55% with tamoxifen plus everolimus versus tamoxifen alone (HR, 0.45; 95% CI, 0.24 to 0.81).The main toxicities associated with tamoxifen plus everolimus were fatigue (72% v 53% with tamoxifen alone), stomatitis (56% v 7%), rash (44% v 7%), anorexia (43% v 18%), and diarrhea (39% v 11%).CONCLUSION: This study suggests that tamoxifen plus everolimus increased CBR, TTP, and overall survival compared with tamoxifen alone in postmenopausal women with AI-resistant mBC.",1,1,1,1
22559158,"Randomized phase II trial of S-1 and cisplatin versus gemcitabine and cisplatin in patients with advanced biliary tract adenocarcinoma.BACKGROUND: We evaluated the efficacy and safety of a combination of S-1 and cisplatin (SP) versus gemcitabine and cisplatin (GP) as first-line therapy for advanced biliary tract adenocarcinoma (ABTA).MATERIAL AND METHODS: Patients were randomized to receive cisplatin (60 mg/m(2) intravenously [IV] on Day 1) plus S-1 (40 mg/m(2) bid orally on Days 1-14) or gemcitabine (1000 mg/m(2) IV at 10 mg/m(2)/min on Days 1 and 8) every three weeks.The primary end point was six-month progression-free survival (PFS).RESULTS: Of 96 eligible patients, 49 were randomized to GP and 47 to SP.At a median follow-up time of 14.2 months, the six-month PFS rates were 43.8% and 34.7%, respectively [unadjusted HR (GP/SP) =0.85, 95% CI 0.52-1.36].The median OS values in the GP and SP groups were 10.1 months and 9.9 months, respectively [unadjusted HR (GP/SP) =0.72, 95% CI 0.45-1.17].Grade 3-4 toxicities in the GP and SP groups included neutropenia (49.0% vs. 31.8%), anemia (22.4% vs. 2.3%), thrombocytopenia (22.4% vs. 4.5%), and asthenia (4.1% vs. 2.1%).CONCLUSION: Both GP and SP has comparable efficacy with favorable safety profile as first-line treatment for ABTA.(ClinicalTrials.gov number NCT 01375972).",0,0,0,0
22321061,"Effects of exemestane and tamoxifen on hormone levels within the Tamoxifen Exemestane Adjuvant Multicentre (TEAM) trial: results of a German substudy.AIM: The aim of this study was to compare the effects of exemestane and tamoxifen on hormone levels in postmenopausal patients with hormone receptor-positive breast cancer within a Germany substudy of the Tamoxifen Exemestane Adjuvant Multinational (TEAM) trial.METHODS: Within the TEAM trial, patients were randomized to receive adjuvant treatment with exemestane for 5 years or tamoxifen for 2.5-3 years followed by exemestane for 2-2.5 years.Serum levels of testosterone, dehydroepiandrosterone sulfate (DHEAS), sex hormone binding globulin (SHBG), follicle stimulating hormone (FSH) and parathyroid hormone (PTH)-intact were measured at screening and after 3, 6 and 12 months of treatment.RESULTS: Data on hormone levels were available from 63 patients in the tamoxifen arm and 68 patients in the exemestane arm.Treatment with exemestane resulted in decreases from baseline in SHBG and PTH-intact levels, and increases from baseline in testosterone, DHEAS and FSH levels.Tamoxifen treatment resulted in increases from baseline in SHBG and PTH-intact, whereas levels of testosterone and FSH decreased and DHEAS levels did not change.At all time points assessed, the absolute change from baseline was significantly different between tamoxifen and exemestane for testosterone, SHBG, FSH and PTH-intact (all p < 0.0001).CONCLUSIONS: Exemestane and tamoxifen had statistically significantly different effects on hormone levels, including testosterone, SHBG, FSH and PTH-intact.",1,1,1,1
22631672,"Early efficacy of Endostar combined with chemoradiotherapy for advanced cervical cancers.The aim of this study was to investigate the early outcome of Endostar combined with chemoradiotherapy for advanced cervical cancer.Fifty-two cases (FIGO IIb to IVa) were divided randomly into two groups, receiving chemoradiotherapy alone (CRT group) and Endostar combined with chemoradiotherapy (CRT+E group).For the patients in the CRT+E group, Endostar was administered daily with the dosage of 7.5 mg/m2, and cisplatin was administered weekly with the dosage of 20 mg/m2 during the radiation.The regimens lasted for 4 weeks with no difference in chemoradiotherapy between the two groups.The early outcome complete remission rate was 73.1%, partial remission rate was 23.1% and the total response rate was 96.2% in CRT+E group, a significnat improvement on the 34.6%, 42.3% and 76.9%, respectively, in the CRT group.One year survive rates were 100% and 84.6% in the CRT+E group and CRT groups, the difference being significant.Endostar combined with chemoradiotherapy can improve the early outcome of the advanced cervical cancer, and adverse effects were not encountered.",1,1,1,0
22474202,"Effect of oxaliplatin, fluorouracil, and leucovorin with or without cetuximab on survival among patients with resected stage III colon cancer: a randomized trial.CONTEXT: Leucovorin, fluorouracil, and oxaliplatin (FOLFOX) is the standard adjuvant therapy for resected stage III colon cancer.Adding cetuximab to FOLFOX benefits patients with metastatic wild-type KRAS but not mutated KRAS colon cancer.OBJECTIVE: To assess the potential benefit of cetuximab added to the modified sixth version of the FOLFOX regimen (mFOLFOX6) in patients with resected stage III wild-type KRAS colon cancer.DESIGN, SETTING, AND PARTICIPANTS: A randomized trial of 2686 patients aged 18 years or older at multiple institutions across North America enrolled following resection and informed consent between February 10, 2004, and November 25, 2009.The primary randomized comparison was 12 biweekly cycles of mFOLFOX6 with and without cetuximab.KRAS mutation status was centrally determined.The trial was halted after a planned interim analysis of 48% of predicted events (246/515) occurring in 1863 (of 2070 planned) patients with tumors having wild-type KRAS.A total of 717 patients with mutated KRAS and 106 with indeterminate KRAS were accrued.The 2070 patients with wild-type KRAS provided 90% power to detect a hazard ratio (HR) of 1.33 (2-sided alpha = .05), with planned interim efficacy analyses after 25%, 50%, and 75% of expected relapses.MAIN OUTCOME MEASURES: Disease-free survival in patients with wild-type KRAS mutations.Secondary end points included overall survival and toxicity.RESULTS: Median (range) follow-up was 28 (0-68) months.The trial demonstrated no benefit when adding cetuximab.Three-year disease-free survival for mFOLFOX6 alone was 74.6% vs 71.5% with the addition of cetuximab (HR, 1.21; 95% CI, 0.98-1.49; P = .08) in patients with wild-type KRAS, and 67.1% vs 65.0% (HR, 1.12; 95% CI, 0.86-1.46; P = .38) in patients with mutated KRAS, with no significant benefit in any subgroups assessed.Among all patients, grade 3 or higher adverse events (72.5% vs 52.3%; odds ratio [OR], 2.4; 95% CI, 2.1-2.8; P < .001) and failure to complete 12 cycles (33% vs 23%; OR, 1.6; 95% CI, 1.4-1.9; P < .001) were significantly higher with cetuximab.Increased toxicity and greater detrimental differences in all outcomes were observed in patients aged 70 years or older.CONCLUSION: Among patients with stage III resected colon cancer, the use of cetuximab with adjuvant mFOLFOX6 compared with mFOLFOX6 alone did not result in improved disease-free survival.TRIAL REGISTRATION: clinicaltrials.gov Identifier: NCT00079274.",1,1,1,1
22565002,"Randomized phase II trial of everolimus in combination with tamoxifen in patients with hormone receptor-positive, human epidermal growth factor receptor 2-negative metastatic breast cancer with prior exposure to aromatase inhibitors: a GINECO study.PURPOSE: Cross-talk between signal transduction pathways likely contributes to hormone resistance in metastatic breast cancer (mBC).Everolimus, an oral inhibitor of the mammalian target of rapamycin, has restored sensitivity in endocrine-resistance models and shown anticancer activity in early-phase mBC clinical trials.This analysis evaluated efficacy and safety of everolimus in combination with tamoxifen in patients with mBC resistant to aromatase inhibitors (AIs).PATIENTS AND METHODS: This open-label, phase II study randomly assigned postmenopausal women with hormone receptor-positive, human epidermal growth factor receptor 2-negative, AI-resistant mBC to tamoxifen 20 mg/d plus everolimus 10 mg/d (n = 54) or tamoxifen 20 mg/d alone (n = 57).Randomization was stratified by primary and secondary hormone resistance.Primary end point was clinical benefit rate (CBR), defined as the percentage of all patients with a complete or partial response or stable disease at 6 months.No formal statistical comparison between groups was planned.RESULTS: The 6-month CBR was 61% (95% CI, 47 to 74) with tamoxifen plus everolimus and 42% (95% CI, 29 to 56) with tamoxifen alone.Time to progression (TTP) increased from 4.5 months with tamoxifen alone to 8.6 months with tamoxifen plus everolimus, corresponding to a 46% reduction in risk of progression with the combination (hazard ratio [HR], 0.54; 95% CI, 0.36 to 0.81).Risk of death was reduced by 55% with tamoxifen plus everolimus versus tamoxifen alone (HR, 0.45; 95% CI, 0.24 to 0.81).The main toxicities associated with tamoxifen plus everolimus were fatigue (72% v 53% with tamoxifen alone), stomatitis (56% v 7%), rash (44% v 7%), anorexia (43% v 18%), and diarrhea (39% v 11%).CONCLUSION: This study suggests that tamoxifen plus everolimus increased CBR, TTP, and overall survival compared with tamoxifen alone in postmenopausal women with AI-resistant mBC.",1,1,1,1
22679142,"Development of a clinical prediction rule for risk stratification of recurrent venous thromboembolism in patients with cancer-associated venous thromboembolism.BACKGROUND: Long-term low-molecular-weight heparin (LMWH) is the current standard for treatment of venous thromboembolism (VTE) in cancer patients.Whether treatment strategies should vary according to individual risk of VTE recurrence remains unknown.We performed a retrospective cohort study and a validation study in patients with cancer-associated VTE to derive a clinical prediction rule that stratifies VTE recurrence risk.METHODS AND RESULTS: The cohort study of 543 patients determined the model with the best classification performance included 4 independent predictors (sex, primary tumor site, stage, and prior VTE) with 100% sensitivity, a wide separation of recurrence rates, 98.1% negative predictive value, and a negative likelihood ratio of 0.16.In this model, the score sum ranged between -3 and 3 score points.Patients with a score </= 0 had low risk (</= 4.5%) for recurrence and patients with a score >1 had a high risk (>/= 19%) for VTE recurrence.Subsequently, we applied and validated the rule in an independent set of 819 patients from 2 randomized, controlled trials comparing low-molecular-weight heparin to coumarin treatment in cancer patients.CONCLUSIONS: By identifying VTE recurrence risk in cancer patients with VTE, we may be able to tailor treatment, improving clinical outcomes while minimizing costs.",0,0,0,0
22633317,"Prostate-specific antigen kinetics and outcomes in patients with bone metastases from castration-resistant prostate cancer treated with or without zoledronic acid.BACKGROUND: Zoledronic acid (ZOL) is a standard therapy for the prevention of skeletal-related events (SREs) in patients with castration-resistant prostate cancer (CRPC).Although prostate-specific antigen (PSA) is an established marker for monitoring prostate cancer patients, correlations between PSA and disease outcomes during ZOL therapy are unclear.OBJECTIVE: To evaluate the relationships among PSA kinetics, bone-directed therapy with ZOL, and clinical outcomes in men with bone metastases from CRPC using a ZOL phase 3 trial database.DESIGN, SETTING, AND PARTICIPANTS: Exploratory analyses from a phase 3 trial in men with bone metastases from CRPC (n=643) randomized to ZOL or placebo every 3 wk.OUTCOME MEASUREMENTS AND STATISTICAL ANALYSIS: PSA levels during the first 3 mo of the study were evaluated in linear and logarithmic (log) models stratified using prognostic factors established in a ZOL phase 3 trial and a CRPC nomogram.Relative risks of SREs, bone disease progression (BDP), and death were calculated per 1 log (nanograms per milliliter) PSA increase.Baseline PSA models used the study median (PSA: 77.3 ng/ml) as the high/low cut-off point.RESULTS AND LIMITATIONS: A total of 202 placebo- and 434 ZOL-treated patients were assessable.In both groups, PSA increases correlated with significantly increased risks of death, BDP, and first SRE.In the placebo and ZOL groups, associated increases in risk per 1 log (nanograms per milliliter) PSA increase were 29% (p<0.0001) and 10% (p<0.0074), respectively, for BDP, and 24% (p=0.0010) and 13% (p=0.0079), respectively, for first SRE.Limitations include the retrospective nature of these analyses and the potential confounding effects of concurrent antineoplastic therapies.CONCLUSIONS: PSA is an important prognostic tool for survival in patients with bone metastases from CRPC, and these analyses show that PSA is also prognostic for BDP and SREs regardless of bone-targeted therapy.",1,1,1,0
